rebalance_date,ticker,weight,fund
2021-11-01,ADA-USD,0.0,combined_min_variance
2021-12-01,ADA-USD,0.0021029582516192105,combined_min_variance
2022-01-03,ADA-USD,6.505213034913027e-19,combined_min_variance
2022-02-01,ADA-USD,0.00037627550765862057,combined_min_variance
2022-03-01,ADA-USD,2.2768245622195593e-18,combined_min_variance
2022-04-01,ADA-USD,1.0842021724855044e-19,combined_min_variance
2022-05-02,ADA-USD,2.4239036052992233e-19,combined_min_variance
2022-06-01,ADA-USD,0.0,combined_min_variance
2022-07-01,ADA-USD,0.0,combined_min_variance
2022-08-01,ADA-USD,0.0,combined_min_variance
2022-09-01,ADA-USD,8.826327229657316e-19,combined_min_variance
2022-10-03,ADA-USD,5.581516984174035e-20,combined_min_variance
2022-11-01,ADA-USD,5.84970209481961e-20,combined_min_variance
2022-12-01,ADA-USD,0.0,combined_min_variance
2023-01-03,ADA-USD,8.173208149275913e-20,combined_min_variance
2023-02-01,ADA-USD,9.553447532198108e-19,combined_min_variance
2023-03-01,ADA-USD,5.636451913865958e-19,combined_min_variance
2023-04-03,ADA-USD,0.0,combined_min_variance
2023-05-01,ADA-USD,0.0,combined_min_variance
2023-06-01,ADA-USD,0.0,combined_min_variance
2023-07-03,ADA-USD,0.0,combined_min_variance
2023-08-01,ADA-USD,0.0,combined_min_variance
2023-09-01,ADA-USD,5.466978164654567e-05,combined_min_variance
2023-10-02,ADA-USD,2.745264383856982e-19,combined_min_variance
2023-11-01,ADA-USD,1.981113014460278e-05,combined_min_variance
2023-12-01,ADA-USD,0.016666666666666666,combined_min_variance
2021-01-04,ADBE,4.7704895589362195e-18,combined_min_variance
2021-02-01,ADBE,8.447200658062098e-18,combined_min_variance
2021-03-01,ADBE,0.0,combined_min_variance
2021-04-01,ADBE,0.019911295165111784,combined_min_variance
2021-05-03,ADBE,0.02398150518673036,combined_min_variance
2021-06-01,ADBE,0.022061954971547802,combined_min_variance
2021-07-01,ADBE,0.022131326649255358,combined_min_variance
2021-08-02,ADBE,0.022428686625811364,combined_min_variance
2021-09-01,ADBE,0.021959658558041727,combined_min_variance
2021-10-01,ADBE,0.023050330069854182,combined_min_variance
2021-11-01,ADBE,0.02359834749295042,combined_min_variance
2021-12-01,ADBE,0.019769198707890834,combined_min_variance
2022-01-03,ADBE,0.01969812720247063,combined_min_variance
2022-02-01,ADBE,0.019220371929110566,combined_min_variance
2022-03-01,ADBE,0.01889463425167873,combined_min_variance
2022-04-01,ADBE,0.0185156836432281,combined_min_variance
2022-05-02,ADBE,0.018103693291771434,combined_min_variance
2022-06-01,ADBE,0.01258629053482818,combined_min_variance
2022-07-01,ADBE,0.014244229630747868,combined_min_variance
2022-08-01,ADBE,0.013338746808338943,combined_min_variance
2022-09-01,ADBE,0.012849917235500635,combined_min_variance
2022-10-03,ADBE,7.37257477290143e-18,combined_min_variance
2022-11-01,ADBE,0.0,combined_min_variance
2022-12-01,ADBE,2.208633476520611e-18,combined_min_variance
2023-01-03,ADBE,0.0,combined_min_variance
2023-02-01,ADBE,0.0,combined_min_variance
2023-03-01,ADBE,0.0,combined_min_variance
2023-04-03,ADBE,0.0,combined_min_variance
2023-05-01,ADBE,2.976365745897967e-18,combined_min_variance
2023-06-01,ADBE,0.0,combined_min_variance
2023-07-03,ADBE,0.0,combined_min_variance
2023-08-01,ADBE,2.6020852139652106e-18,combined_min_variance
2023-09-01,ADBE,0.0,combined_min_variance
2023-10-02,ADBE,0.0097377169582223,combined_min_variance
2023-11-01,ADBE,0.01410600123930441,combined_min_variance
2023-12-01,ADBE,0.016666666666666666,combined_min_variance
2021-01-04,AEP,0.04130905869325566,combined_min_variance
2021-02-01,AEP,0.042063817991559525,combined_min_variance
2021-03-01,AEP,0.04195504814020018,combined_min_variance
2021-04-01,AEP,0.03122849027742412,combined_min_variance
2021-05-03,AEP,0.03191937520597267,combined_min_variance
2021-06-01,AEP,0.03230386329812933,combined_min_variance
2021-07-01,AEP,0.02744973092428204,combined_min_variance
2021-08-02,AEP,0.027373346246494068,combined_min_variance
2021-09-01,AEP,0.027596638581296615,combined_min_variance
2021-10-01,AEP,0.02638410046858261,combined_min_variance
2021-11-01,AEP,0.026108550582557098,combined_min_variance
2021-12-01,AEP,0.020732496880112895,combined_min_variance
2022-01-03,AEP,0.021484923268080894,combined_min_variance
2022-02-01,AEP,0.021496158124069385,combined_min_variance
2022-03-01,AEP,0.021518790497923407,combined_min_variance
2022-04-01,AEP,0.021830969020297512,combined_min_variance
2022-05-02,AEP,0.022703073831368367,combined_min_variance
2022-06-01,AEP,0.03334276870763118,combined_min_variance
2022-07-01,AEP,0.027633123282335942,combined_min_variance
2022-08-01,AEP,0.02774685036483359,combined_min_variance
2022-09-01,AEP,0.027581713228639677,combined_min_variance
2022-10-03,AEP,0.034935839165819306,combined_min_variance
2022-11-01,AEP,0.034141595588627914,combined_min_variance
2022-12-01,AEP,0.03264422675128443,combined_min_variance
2023-01-03,AEP,0.03587529953238995,combined_min_variance
2023-02-01,AEP,0.03446692326824528,combined_min_variance
2023-03-01,AEP,0.031826042360668744,combined_min_variance
2023-04-03,AEP,0.03453017918964051,combined_min_variance
2023-05-01,AEP,0.032900234587000324,combined_min_variance
2023-06-01,AEP,0.030598341146853985,combined_min_variance
2023-07-03,AEP,0.028669044430452383,combined_min_variance
2023-08-01,AEP,0.02775513691761045,combined_min_variance
2023-09-01,AEP,0.027832064624728512,combined_min_variance
2023-10-02,AEP,0.025472846838650788,combined_min_variance
2023-11-01,AEP,0.02285818378837068,combined_min_variance
2023-12-01,AEP,0.016666666666666666,combined_min_variance
2021-01-04,AMD,7.890776273449776e-19,combined_min_variance
2021-02-01,AMD,2.0454484697320828e-18,combined_min_variance
2021-03-01,AMD,0.0,combined_min_variance
2021-04-01,AMD,0.008475530458187023,combined_min_variance
2021-05-03,AMD,0.01624423412123522,combined_min_variance
2021-06-01,AMD,0.017107904796714483,combined_min_variance
2021-07-01,AMD,0.01894114405320083,combined_min_variance
2021-08-02,AMD,0.01838852639067214,combined_min_variance
2021-09-01,AMD,0.018881476989599265,combined_min_variance
2021-10-01,AMD,0.019703313583337906,combined_min_variance
2021-11-01,AMD,0.020419155159782962,combined_min_variance
2021-12-01,AMD,0.0188545732372708,combined_min_variance
2022-01-03,AMD,0.01836911900839058,combined_min_variance
2022-02-01,AMD,0.017270688797039732,combined_min_variance
2022-03-01,AMD,0.016317137219888152,combined_min_variance
2022-04-01,AMD,0.01559540887908063,combined_min_variance
2022-05-02,AMD,0.014173366122815154,combined_min_variance
2022-06-01,AMD,7.642572703637349e-18,combined_min_variance
2022-07-01,AMD,0.0005549332357189891,combined_min_variance
2022-08-01,AMD,2.3852447794681098e-18,combined_min_variance
2022-09-01,AMD,2.168404344971009e-19,combined_min_variance
2022-10-03,AMD,0.0,combined_min_variance
2022-11-01,AMD,8.428495301056782e-19,combined_min_variance
2022-12-01,AMD,5.632170231712946e-19,combined_min_variance
2023-01-03,AMD,0.0,combined_min_variance
2023-02-01,AMD,4.213977871251386e-19,combined_min_variance
2023-03-01,AMD,0.0,combined_min_variance
2023-04-03,AMD,6.362103422781128e-19,combined_min_variance
2023-05-01,AMD,0.0,combined_min_variance
