date,daily_return,fund
2022-03-11,-0.008261791197373679,combined_min_variance
2022-03-14,-0.008326853161193587,combined_min_variance
2022-03-15,0.00936029368420721,combined_min_variance
2022-03-16,0.015496953201745392,combined_min_variance
2022-03-17,0.014202770320198914,combined_min_variance
2022-03-18,0.004773428474947666,combined_min_variance
2022-03-21,0.0031724784301463737,combined_min_variance
2022-03-22,0.0058556976189303965,combined_min_variance
2022-03-23,-0.00921639319937893,combined_min_variance
2022-03-24,0.010291213189707988,combined_min_variance
2022-03-25,0.009108994588915807,combined_min_variance
2022-03-28,0.0014068097705134922,combined_min_variance
2022-03-29,0.01242333072115287,combined_min_variance
2022-03-30,-0.003751302252625306,combined_min_variance
2022-03-31,-0.014285202317903985,combined_min_variance
2022-04-01,0.007020401067836207,combined_min_variance
2022-04-04,0.0019348434758877692,combined_min_variance
2022-04-05,-0.00978467530822176,combined_min_variance
2022-04-06,-0.0005652989440422533,combined_min_variance
2022-04-07,0.0017574724873140814,combined_min_variance
2022-04-08,0.003154624741291601,combined_min_variance
2022-04-11,-0.01223443800822279,combined_min_variance
2022-04-12,-0.0005464373458420096,combined_min_variance
2022-04-13,0.008726366775970634,combined_min_variance
2022-04-14,-0.0020153823944015167,combined_min_variance
2022-04-18,0.0005246546587984698,combined_min_variance
2022-04-19,0.012223648537313034,combined_min_variance
2022-04-20,0.0019242808674012932,combined_min_variance
2022-04-21,-0.011752238379699664,combined_min_variance
2022-04-22,-0.022556001129597145,combined_min_variance
2022-04-25,-0.0024588589561798865,combined_min_variance
2022-04-26,-0.020239338664311372,combined_min_variance
2022-04-27,0.0009283341844980053,combined_min_variance
2022-04-28,0.01684735715722111,combined_min_variance
2022-04-29,-0.03475375792989972,combined_min_variance
2022-05-02,0.002692643003329734,combined_min_variance
2022-05-03,0.005897793948418878,combined_min_variance
2022-05-04,0.02986263314481124,combined_min_variance
2022-05-05,-0.024161555492525657,combined_min_variance
2022-05-06,-0.003613264741752018,combined_min_variance
2022-05-09,-0.03340551357718821,combined_min_variance
2022-05-10,-0.0051507774805302,combined_min_variance
2022-05-11,-0.0027151873995568303,combined_min_variance
2022-05-12,0.002772728339603809,combined_min_variance
2022-05-13,0.02044937489376019,combined_min_variance
2022-05-16,0.0014911865024615752,combined_min_variance
2022-05-17,0.01750304585410657,combined_min_variance
2022-05-18,-0.026874826531183015,combined_min_variance
2022-05-19,-0.0015473606086148046,combined_min_variance
2022-05-20,0.0013844294944809449,combined_min_variance
2022-05-23,0.018192350026870543,combined_min_variance
2022-05-24,0.0024940367500789306,combined_min_variance
2022-05-25,0.008009203859262804,combined_min_variance
2022-05-26,0.0131259535273027,combined_min_variance
2022-05-27,0.01827466077217054,combined_min_variance
2022-05-31,-0.007742904828180808,combined_min_variance
2022-06-01,-0.00537254809470401,combined_min_variance
2022-06-02,0.009519847734223246,combined_min_variance
2022-06-03,-0.006754762894631261,combined_min_variance
2022-06-06,-0.0008242922639052595,combined_min_variance
2022-06-07,0.008861818227048453,combined_min_variance
2022-06-08,-0.012221101190002847,combined_min_variance
2022-06-09,-0.02103205417015342,combined_min_variance
2022-06-10,-0.018747483274260714,combined_min_variance
2022-06-13,-0.03540258631214595,combined_min_variance
2022-06-14,-0.011572958951902499,combined_min_variance
2022-06-15,0.008152294387996563,combined_min_variance
2022-06-16,-0.020432997288919386,combined_min_variance
2022-06-17,-0.0037085398063739427,combined_min_variance
2022-06-21,0.021733555038775366,combined_min_variance
2022-06-22,0.002054694754313496,combined_min_variance
2022-06-23,0.00845813762684056,combined_min_variance
2022-06-24,0.021851436780061226,combined_min_variance
2022-06-27,-0.0024889240041866246,combined_min_variance
2022-06-28,-0.009955587891595914,combined_min_variance
2022-06-29,-0.0008732080074053086,combined_min_variance
2022-06-30,-0.005187006540514085,combined_min_variance
2022-07-01,0.01403705076812149,combined_min_variance
2022-07-05,-0.007801055624384367,combined_min_variance
2022-07-06,0.00013280119736510269,combined_min_variance
2022-07-07,0.009184505003384698,combined_min_variance
2022-07-08,-0.0031441157571930204,combined_min_variance
2022-07-11,-0.004290248402408636,combined_min_variance
2022-07-12,-0.004701028015784671,combined_min_variance
2022-07-13,-0.004169342420811278,combined_min_variance
2022-07-14,-0.004847340815160613,combined_min_variance
2022-07-15,0.0164910264147913,combined_min_variance
2022-07-18,-0.006259268543732506,combined_min_variance
2022-07-19,0.022571266039750862,combined_min_variance
2022-07-20,-0.0019484708585214847,combined_min_variance
2022-07-21,0.0036298931103389,combined_min_variance
2022-07-22,-0.0017575979242601466,combined_min_variance
2022-07-25,0.0028023024156588333,combined_min_variance
2022-07-26,-0.0023773227891275336,combined_min_variance
2022-07-27,0.007370337520663476,combined_min_variance
2022-07-28,0.010720393505346341,combined_min_variance
2022-07-29,0.007475035617913886,combined_min_variance
2022-08-01,-0.0032581100584404632,combined_min_variance
2022-08-02,-0.009737764214474089,combined_min_variance
2022-08-03,0.006853130893742664,combined_min_variance
2022-08-04,-0.00277956735826427,combined_min_variance
2022-08-05,0.000915523613082544,combined_min_variance
2022-08-08,0.0017053512857181838,combined_min_variance
2022-08-09,0.001825200560519565,combined_min_variance
2022-08-10,0.013748716828240876,combined_min_variance
2022-08-11,0.004351571469697091,combined_min_variance
2022-08-12,0.014156699734778518,combined_min_variance
2022-08-15,0.005096864415495022,combined_min_variance
2022-08-16,0.004132526785699403,combined_min_variance
2022-08-17,-0.006791450957630392,combined_min_variance
2022-08-18,0.0018677143505389346,combined_min_variance
2022-08-19,-0.006297255460481777,combined_min_variance
2022-08-22,-0.017025648212708015,combined_min_variance
2022-08-23,-0.0002577091341681927,combined_min_variance
2022-08-24,0.0015690551519429111,combined_min_variance
2022-08-25,0.011194567210555006,combined_min_variance
2022-08-26,-0.024240286764827965,combined_min_variance
2022-08-29,-0.0031271109227152187,combined_min_variance
2022-08-30,-0.01226407549037268,combined_min_variance
2022-08-31,-0.0060939302920792054,combined_min_variance
2022-09-01,0.004341439669573717,combined_min_variance
2022-09-02,-0.009550154807000083,combined_min_variance
