variant,annualised_return,annualised_volatility,sharpe_ratio,max_drawdown
base_equity_min_variance,0.10805066463701807,0.1597821919839481,0.6762372157710351,-0.20321862626913537
sentiment_tilt_0.5,0.108072914138021,0.15945311340665733,0.6777723672437798,-0.2035174099128476
sentiment_tilt_2.0,0.10898268691153712,0.15892974739995483,0.6857286863816414,-0.20462655007295458
